Date;Investor;Type;Trans;Volume;TurnOver
19/11/2015;Egyptians;Retail;Buy;177729611;218310001
19/11/2015;Egyptians;Retail;Sell;180218641;249933344
19/11/2015;Egyptians;institutions;Buy;27716255;74300253
19/11/2015;Egyptians;institutions;Sell;24031021;35736485
22/11/2015;Foreigners;Retail;Buy;148867;430721
22/11/2015;Foreigners;Retail;Sell;196142;1204952
22/11/2015;Foreigners;institutions;Buy;7169244;25069331
22/11/2015;Foreigners;institutions;Sell;4738499;34068673
22/11/2015;Arabs;Retail;Buy;8558949;9494547
22/11/2015;Arabs;Retail;Sell;5831829;6631892
22/11/2015;Arabs;institutions;Buy;14359665;16491649
22/11/2015;Arabs;institutions;Sell;2219835;3790547
22/11/2015;Egyptians;Retail;Buy;204904726;207131591
22/11/2015;Egyptians;Retail;Sell;201456480;204848007
22/11/2015;Egyptians;institutions;Buy;14399499;41313888
22/11/2015;Egyptians;institutions;Sell;35098165;49387657
23/11/2015;Foreigners;Retail;Buy;1219021;1991439
23/11/2015;Foreigners;Retail;Sell;860644;1147617
23/11/2015;Foreigners;institutions;Buy;28021165;85527362
23/11/2015;Foreigners;institutions;Sell;26715737;141304512
23/11/2015;Arabs;Retail;Buy;18133711;41496640
23/11/2015;Arabs;Retail;Sell;9384580;16469181
23/11/2015;Arabs;institutions;Buy;13325820;31792128
23/11/2015;Arabs;institutions;Sell;1931325;5258206
23/11/2015;Egyptians;Retail;Buy;292175036;287441192
23/11/2015;Egyptians;Retail;Sell;256697468;256950342
23/11/2015;Egyptians;institutions;Buy;31160958;59623117
23/11/2015;Egyptians;institutions;Sell;88445957;86742021
24/11/2015;Foreigners;Retail;Buy;128100;703621
24/11/2015;Foreigners;Retail;Sell;297900;1147121
24/11/2015;Foreigners;institutions;Buy;7025146;74542587
24/11/2015;Foreigners;institutions;Sell;8886207;77024910
24/11/2015;Arabs;Retail;Buy;10110010;28630770
24/11/2015;Arabs;Retail;Sell;6032841;5290721
24/11/2015;Arabs;institutions;Buy;147244;646824
24/11/2015;Arabs;institutions;Sell;58496;2159747
24/11/2015;Egyptians;Retail;Buy;180941579;190933016
24/11/2015;Egyptians;Retail;Sell;172610206;197225016
24/11/2015;Egyptians;institutions;Buy;17781882;43779965
24/11/2015;Egyptians;institutions;Sell;28248311;56389268
25/11/2015;Foreigners;Retail;Buy;142360;344040
25/11/2015;Foreigners;Retail;Sell;56100;72534
25/11/2015;Foreigners;institutions;Buy;5488524;84166956
25/11/2015;Foreigners;institutions;Sell;13741647;128091030
25/11/2015;Arabs;Retail;Buy;9077139;24680351
25/11/2015;Arabs;Retail;Sell;6782919;13486384
25/11/2015;Arabs;institutions;Buy;15032137;25041653
25/11/2015;Arabs;institutions;Sell;334155;2720804
25/11/2015;Egyptians;Retail;Buy;123317767;157083766
25/11/2015;Egyptians;Retail;Sell;141730251;173625006
25/11/2015;Egyptians;institutions;Buy;25618031;86345246
25/11/2015;Egyptians;institutions;Sell;16030886;59666254
26/11/2015;Foreigners;Retail;Buy;885300;850213
26/11/2015;Foreigners;Retail;Sell;506000;576770
26/11/2015;Foreigners;institutions;Buy;13211420;94757409
26/11/2015;Foreigners;institutions;Sell;15463741;114822610
26/11/2015;Arabs;Retail;Buy;6427764;8805772
26/11/2015;Arabs;Retail;Sell;8944165;11373602
26/11/2015;Arabs;institutions;Buy;2639319;12611830
26/11/2015;Arabs;institutions;Sell;1151450;3857181
26/11/2015;Egyptians;Retail;Buy;209465144;207028562
26/11/2015;Egyptians;Retail;Sell;196150981;193825354
26/11/2015;Egyptians;institutions;Buy;13689397;41705361
26/11/2015;Egyptians;institutions;Sell;24102007;41303629
29/11/2015;Foreigners;Retail;Buy;1132580;1158919
29/11/2015;Foreigners;Retail;Sell;482000;285480
29/11/2015;Foreigners;institutions;Buy;4077621;38863471
29/11/2015;Foreigners;institutions;Sell;4053219;33054855
29/11/2015;Arabs;Retail;Buy;7672686;6370180
29/11/2015;Arabs;Retail;Sell;6290961;6010042
29/11/2015;Arabs;institutions;Buy;3741671;2293881
29/11/2015;Arabs;institutions;Sell;1438881;6789096
29/11/2015;Egyptians;Retail;Buy;175203367;155123004
29/11/2015;Egyptians;Retail;Sell;179863464;160051595
29/11/2015;Egyptians;institutions;Buy;16096953;21729837
29/11/2015;Egyptians;institutions;Sell;15796353;19348223
30/11/2015;Foreigners;Retail;Buy;833393;1101386
30/11/2015;Foreigners;Retail;Sell;426549;1153095
30/11/2015;Foreigners;institutions;Buy;17068510;129455855
30/11/2015;Foreigners;institutions;Sell;14926855;132912099
30/11/2015;Arabs;Retail;Buy;6548997;18957883
30/11/2015;Arabs;Retail;Sell;8797435;17585032
30/11/2015;Arabs;institutions;Buy;586505;5909139
30/11/2015;Arabs;institutions;Sell;1311918;7390624
30/11/2015;Egyptians;Retail;Buy;155387443;181414898
30/11/2015;Egyptians;Retail;Sell;159388443;160256837
30/11/2015;Egyptians;institutions;Buy;18577205;22886755
30/11/2015;Egyptians;institutions;Sell;14150853;40428231
12/01/2015;Foreigners;Retail;Buy;298043;1042739
12/01/2015;Foreigners;Retail;Sell;210950;590930
12/01/2015;Foreigners;institutions;Buy;13272604;73022028
12/01/2015;Foreigners;institutions;Sell;18003381;84648534
12/01/2015;Arabs;Retail;Buy;10213490;8478733
12/01/2015;Arabs;Retail;Sell;4586130;16632519
12/01/2015;Arabs;institutions;Buy;6225228;5974235
12/01/2015;Arabs;institutions;Sell;453923;986004
12/01/2015;Egyptians;Retail;Buy;153990222;187831275
12/01/2015;Egyptians;Retail;Sell;162308107;182147078
12/01/2015;Egyptians;institutions;Buy;10766540;31903230
12/01/2015;Egyptians;institutions;Sell;9203636;23247175
12/02/2015;Foreigners;Retail;Buy;465500;1243096
12/02/2015;Foreigners;Retail;Sell;1764748;3028952
12/02/2015;Foreigners;institutions;Buy;17317457;171389565
12/02/2015;Foreigners;institutions;Sell;36593958;307500956
12/02/2015;Arabs;Retail;Buy;15259636;51186227
12/02/2015;Arabs;Retail;Sell;18857804;24659503
12/02/2015;Arabs;institutions;Buy;7070805;11944180
12/02/2015;Arabs;institutions;Sell;1537783;9434017
12/02/2015;Egyptians;Retail;Buy;297612415;451164948
12/02/2015;Egyptians;Retail;Sell;320654673;448273582
12/02/2015;Egyptians;institutions;Buy;60034635;156783959
12/02/2015;Egyptians;institutions;Sell;18351482;50814965
12/03/2015;Foreigners;Retail;Buy;717621;2320432
12/03/2015;Foreigners;Retail;Sell;690652;2023593
12/03/2015;Foreigners;institutions;Buy;9426896;76481205
12/03/2015;Foreigners;institutions;Sell;11296855;114567027
12/03/2015;Arabs;Retail;Buy;13187237;61804603
12/03/2015;Arabs;Retail;Sell;20180645;69621754
12/03/2015;Arabs;institutions;Buy;4909291;14058998
12/03/2015;Arabs;institutions;Sell;4443413;21742776
12/03/2015;Egyptians;Retail;Buy;264290540;386196802
12/03/2015;Egyptians;Retail;Sell;236320136;369625522
12/03/2015;Egyptians;institutions;Buy;23409018;102776983
12/03/2015;Egyptians;institutions;Sell;43008902;66058350
12/06/2015;Foreigners;Retail;Buy;1115350;2718250
12/06/2015;Foreigners;Retail;Sell;1531743;3726292
12/06/2015;Foreigners;institutions;Buy;13158029;16765211
12/06/2015;Foreigners;institutions;Sell;24483547;139853030
12/06/2015;Arabs;Retail;Buy;10828683;54379036
12/06/2015;Arabs;Retail;Sell;14007933;48598451
12/06/2015;Arabs;institutions;Buy;6842000;15780363
12/06/2015;Arabs;institutions;Sell;3395312;15896938
12/06/2015;Egyptians;Retail;Buy;213152481;340532398
12/06/2015;Egyptians;Retail;Sell;215970537;405103488
12/06/2015;Egyptians;institutions;Buy;42235895;309021299
12/06/2015;Egyptians;institutions;Sell;27943366;126018357
12/07/2015;Foreigners;Retail;Buy;2332764;4565590
12/07/2015;Foreigners;Retail;Sell;261253;1286345
12/07/2015;Foreigners;institutions;Buy;1611078;33777337
12/07/2015;Foreigners;institutions;Sell;11587187;55296710
12/07/2015;Arabs;Retail;Buy;14144476;28813032
12/07/2015;Arabs;Retail;Sell;16691925;23149850
12/07/2015;Arabs;institutions;Buy;2066129;8121643
12/07/2015;Arabs;institutions;Sell;20039025;58036547
12/07/2015;Egyptians;Retail;Buy;244480740;396345517
12/07/2015;Egyptians;Retail;Sell;193284151;318072103
12/07/2015;Egyptians;institutions;Buy;14856788;67976844
12/07/2015;Egyptians;institutions;Sell;37628434;83758408
12/08/2015;Foreigners;Retail;Buy;1751083;2472139
12/08/2015;Foreigners;Retail;Sell;1290600;1376593
12/08/2015;Foreigners;institutions;Buy;19688400;61149048
12/08/2015;Foreigners;institutions;Sell;8459057;57929864
12/08/2015;Arabs;Retail;Buy;5385444;12849841
12/08/2015;Arabs;Retail;Sell;4684699;7445245
12/08/2015;Arabs;institutions;Buy;1033250;5329414
12/08/2015;Arabs;institutions;Sell;39645802;59695771
12/08/2015;Egyptians;Retail;Buy;208828261;290570517
12/08/2015;Egyptians;Retail;Sell;163122166;241765877
12/08/2015;Egyptians;institutions;Buy;15565818;43738471
12/08/2015;Egyptians;institutions;Sell;35049932;47896079
12/09/2015;Foreigners;Retail;Buy;421613;496430
12/09/2015;Foreigners;Retail;Sell;289016;565610
12/09/2015;Foreigners;institutions;Buy;5342111;59142104
12/09/2015;Foreigners;institutions;Sell;11344852;117639635
12/09/2015;Arabs;Retail;Buy;16185962;26707429
12/09/2015;Arabs;Retail;Sell;6491585;18816259
12/09/2015;Arabs;institutions;Buy;481274;4409952
12/09/2015;Arabs;institutions;Sell;1107417;14789905
12/09/2015;Egyptians;Retail;Buy;137076219;264716381
12/09/2015;Egyptians;Retail;Sell;146492572;235249355
12/09/2015;Egyptians;institutions;Buy;18195249;57027285
12/09/2015;Egyptians;institutions;Sell;11976986;25438819
12/10/2015;Foreigners;Retail;Buy;146400;673376
12/10/2015;Foreigners;Retail;Sell;343287;1096689
12/10/2015;Foreigners;institutions;Buy;2271871;42956355
12/10/2015;Foreigners;institutions;Sell;4648460;57208893
12/10/2015;Arabs;Retail;Buy;3137174;6977593
12/10/2015;Arabs;Retail;Sell;5152395;9130198
12/10/2015;Arabs;institutions;Buy;423746;2148500
12/10/2015;Arabs;institutions;Sell;1697938;6308256
12/10/2015;Egyptians;Retail;Buy;128031355;219203031
12/10/2015;Egyptians;Retail;Sell;127872746;223637284
12/10/2015;Egyptians;institutions;Buy;15038526;45469134
12/10/2015;Egyptians;institutions;Sell;9334246;20046668
13/12/2015;Foreigners;Retail;Buy;2457825;1852108
13/12/2015;Foreigners;Retail;Sell;1377915;1732123
13/12/2015;Foreigners;institutions;Buy;2809601;17060881
13/12/2015;Foreigners;institutions;Sell;4007830;15088768
13/12/2015;Arabs;Retail;Buy;6629960;10158527
13/12/2015;Arabs;Retail;Sell;13753215;9203778
13/12/2015;Arabs;institutions;Buy;373191;927712
13/12/2015;Arabs;institutions;Sell;1443967;3967859
13/12/2015;Egyptians;Retail;Buy;183775490;209297657
13/12/2015;Egyptians;Retail;Sell;167104038;195634935
13/12/2015;Egyptians;institutions;Buy;23444560;37800484
13/12/2015;Egyptians;institutions;Sell;31803662;51469909
14/12/2015;Foreigners;Retail;Buy;67100;165864
14/12/2015;Foreigners;Retail;Sell;1975767;811363
14/12/2015;Foreigners;institutions;Buy;17079939;113297554
14/12/2015;Foreigners;institutions;Sell;6765731;86736732
14/12/2015;Arabs;Retail;Buy;1752154;4487909
14/12/2015;Arabs;Retail;Sell;3739492;7530884
14/12/2015;Arabs;institutions;Buy;740654;2020078
14/12/2015;Arabs;institutions;Sell;1980925;6401845
14/12/2015;Egyptians;Retail;Buy;112323921;172884724
14/12/2015;Egyptians;Retail;Sell;116777337;180234210
14/12/2015;Egyptians;institutions;Buy;8374190;20796694
14/12/2015;Egyptians;institutions;Sell;9098706;31937788
15/12/2015;Foreigners;Retail;Buy;316180;705517
15/12/2015;Foreigners;Retail;Sell;190433;274028
15/12/2015;Foreigners;institutions;Buy;4864385;22347568
15/12/2015;Foreigners;institutions;Sell;17126857;139322592
15/12/2015;Arabs;Retail;Buy;2864597;13807625
15/12/2015;Arabs;Retail;Sell;10087621;17150942
15/12/2015;Arabs;institutions;Buy;30017146;38351916
15/12/2015;Arabs;institutions;Sell;3822945;4791449
15/12/2015;Egyptians;Retail;Buy;141040595;270889889
15/12/2015;Egyptians;Retail;Sell;174371127;243179362
15/12/2015;Egyptians;institutions;Buy;43118531;110543044
15/12/2015;Egyptians;institutions;Sell;16622451;51927186
16/12/2015;Foreigners;Retail;Buy;364772;1347988
16/12/2015;Foreigners;Retail;Sell;817250;1600125
16/12/2015;Foreigners;institutions;Buy;5823129;29505841
16/12/2015;Foreigners;institutions;Sell;13846548;58898784
16/12/2015;Arabs;Retail;Buy;13440650;22403596
16/12/2015;Arabs;Retail;Sell;11042281;32528539
16/12/2015;Arabs;institutions;Buy;26375016;23099700
16/12/2015;Arabs;institutions;Sell;4278656;6596020
16/12/2015;Egyptians;Retail;Buy;151742409;248903509
16/12/2015;Egyptians;Retail;Sell;200916011;301217224
16/12/2015;Egyptians;institutions;Buy;45483499;100494167
16/12/2015;Egyptians;institutions;Sell;12328729;24914109
17/12/2015;Foreigners;Retail;Buy;397600;1505740
17/12/2015;Foreigners;Retail;Sell;404800;1593814
17/12/2015;Foreigners;institutions;Buy;30379680;174692750
17/12/2015;Foreigners;institutions;Sell;20704977;156206597
17/12/2015;Arabs;Retail;Buy;31913377;33440032
17/12/2015;Arabs;Retail;Sell;20956525;46129233
17/12/2015;Arabs;institutions;Buy;18109140;56934121
17/12/2015;Arabs;institutions;Sell;18436510;18026062
17/12/2015;Egyptians;Retail;Buy;303003486;389191219
17/12/2015;Egyptians;Retail;Sell;327698027;457651897
17/12/2015;Egyptians;institutions;Buy;40886874;102984681
17/12/2015;Egyptians;institutions;Sell;36489318;79140942
20/12/2015;Foreigners;Retail;Buy;487700;1566596
20/12/2015;Foreigners;Retail;Sell;623606;1599034
20/12/2015;Foreigners;institutions;Buy;1660154;17789096
20/12/2015;Foreigners;institutions;Sell;9630809;21717471
20/12/2015;Arabs;Retail;Buy;2360457;6085703
20/12/2015;Arabs;Retail;Sell;5162832;13535633
20/12/2015;Arabs;institutions;Buy;2658839;7391231
20/12/2015;Arabs;institutions;Sell;589312;2489452
20/12/2015;Egyptians;Retail;Buy;151010832;231440016
20/12/2015;Egyptians;Retail;Sell;157555066;252731290
20/12/2015;Egyptians;institutions;Buy;115101588;392361588
20/12/2015;Egyptians;institutions;Sell;99717945;364561352
21/12/2015;Foreigners;Retail;Buy;1436000;1762578
21/12/2015;Foreigners;Retail;Sell;1065002;3061394
21/12/2015;Foreigners;institutions;Buy;2942359;50512022
21/12/2015;Foreigners;institutions;Sell;10373305;35483988
21/12/2015;Arabs;Retail;Buy;20193112;25184936
21/12/2015;Arabs;Retail;Sell;31058335;36154236
21/12/2015;Arabs;institutions;Buy;35770290;43281063
21/12/2015;Arabs;institutions;Sell;4680064;21812761
21/12/2015;Egyptians;Retail;Buy;192874573;275242577
21/12/2015;Egyptians;Retail;Sell;262554970;338208261
21/12/2015;Egyptians;institutions;Buy;80409616;94365900
21/12/2015;Egyptians;institutions;Sell;23894274;55628434
22/12/2015;Foreigners;Retail;Buy;683000;2803553
22/12/2015;Foreigners;Retail;Sell;1039068;2088665
22/12/2015;Foreigners;institutions;Buy;3229836;49160669
22/12/2015;Foreigners;institutions;Sell;20749477;72626354
22/12/2015;Arabs;Retail;Buy;5982826;11839708
22/12/2015;Arabs;Retail;Sell;8856479;29335321
22/12/2015;Arabs;institutions;Buy;3409448;16194776
22/12/2015;Arabs;institutions;Sell;1791953;10831295
22/12/2015;Egyptians;Retail;Buy;200175806;351424737
22/12/2015;Egyptians;Retail;Sell;202654570;383541759
22/12/2015;Egyptians;institutions;Buy;35508729;120252742
22/12/2015;Egyptians;institutions;Sell;13898098;53252790
24/12/2015;Foreigners;Retail;Buy;428600;801613
24/12/2015;Foreigners;Retail;Sell;988496;1787270
24/12/2015;Foreigners;institutions;Buy;2609875;55850482
24/12/2015;Foreigners;institutions;Sell;8562162;84946061
24/12/2015;Arabs;Retail;Buy;7172742;14343532
24/12/2015;Arabs;Retail;Sell;13104057;22784069
24/12/2015;Arabs;institutions;Buy;1400159;3500474
24/12/2015;Arabs;institutions;Sell;4673390;16816207
24/12/2015;Egyptians;Retail;Buy;248803999;422137520
24/12/2015;Egyptians;Retail;Sell;252062219;358874120
24/12/2015;Egyptians;institutions;Buy;67263896;103282626
24/12/2015;Egyptians;institutions;Sell;48288947;114708519
27/12/2015;Foreigners;Retail;Buy;1405378;2257639
27/12/2015;Foreigners;Retail;Sell;527658;1676020
27/12/2015;Foreigners;institutions;Buy;979848;2877751
27/12/2015;Foreigners;institutions;Sell;1100086;11305100
27/12/2015;Arabs;Retail;Buy;3544815;9269254
27/12/2015;Arabs;Retail;Sell;7054669;13428506
27/12/2015;Arabs;institutions;Buy;392415;2068376
27/12/2015;Arabs;institutions;Sell;16231275;11863948
27/12/2015;Egyptians;Retail;Buy;291414829;351510173
27/12/2015;Egyptians;Retail;Sell;254401987;316922183
27/12/2015;Egyptians;institutions;Buy;22266047;39227590
27/12/2015;Egyptians;institutions;Sell;40687657;52015026
28/12/2015;Foreigners;Retail;Buy;721908;1465279
28/12/2015;Foreigners;Retail;Sell;906608;1236401
28/12/2015;Foreigners;institutions;Buy;1633832;28008927
28/12/2015;Foreigners;institutions;Sell;4305796;29016467
28/12/2015;Arabs;Retail;Buy;3366024;7927511
28/12/2015;Arabs;Retail;Sell;5958174;48961160
28/12/2015;Arabs;institutions;Buy;765298;34070083
28/12/2015;Arabs;institutions;Sell;773761;2743999
28/12/2015;Egyptians;Retail;Buy;170340879;273682343
28/12/2015;Egyptians;Retail;Sell;157065344;246649654
28/12/2015;Egyptians;institutions;Buy;10619183;47893588
28/12/2015;Egyptians;institutions;Sell;18437441;64440051
29/12/2015;Foreigners;Retail;Buy;978635;2161305
29/12/2015;Foreigners;Retail;Sell;903221;2004569
29/12/2015;Foreigners;institutions;Buy;4712737;53982193
29/12/2015;Foreigners;institutions;Sell;3016829;27962549
29/12/2015;Arabs;Retail;Buy;8159574;20557772
29/12/2015;Arabs;Retail;Sell;11613664;44236312
29/12/2015;Arabs;institutions;Buy;2518114;18644679
29/12/2015;Arabs;institutions;Sell;1977332;29156985
29/12/2015;Egyptians;Retail;Buy;188153948;345852812
29/12/2015;Egyptians;Retail;Sell;174263194;348901442
29/12/2015;Egyptians;institutions;Buy;10216893;57815559
29/12/2015;Egyptians;institutions;Sell;22965661;46752463
30/12/2015;Foreigners;Retail;Buy;1500205;2619966
30/12/2015;Foreigners;Retail;Sell;1221567;2887865
30/12/2015;Foreigners;institutions;Buy;8166426;47427405
30/12/2015;Foreigners;institutions;Sell;25061319;73622241
30/12/2015;Arabs;Retail;Buy;10414026;61919528
30/12/2015;Arabs;Retail;Sell;10723499;34269023
30/12/2015;Arabs;institutions;Buy;44294468;34389093
30/12/2015;Arabs;institutions;Sell;3810851;7623802
30/12/2015;Egyptians;Retail;Buy;239525357;404807045
30/12/2015;Egyptians;Retail;Sell;270524447;483930311
30/12/2015;Egyptians;institutions;Buy;56504108;135472356
30/12/2015;Egyptians;institutions;Sell;49062907;84302152
31/12/2015;Foreigners;Retail;Buy;1270385;2467625
31/12/2015;Foreigners;Retail;Sell;1446495;2144438
31/12/2015;Foreigners;institutions;Buy;1835343;24938301
31/12/2015;Foreigners;institutions;Sell;4758073;47416151
31/12/2015;Arabs;Retail;Buy;5518907;45405544
31/12/2015;Arabs;Retail;Sell;4569347;15201727
31/12/2015;Arabs;institutions;Buy;2736039;20482487
31/12/2015;Arabs;institutions;Sell;2290592;4737968
31/12/2015;Egyptians;Retail;Buy;171416482;296171612
31/12/2015;Egyptians;Retail;Sell;162200220;330407114
31/12/2015;Egyptians;institutions;Buy;14237049;77637047
31/12/2015;Egyptians;institutions;Sell;21749478;67195220
01/03/2016;Foreigners;Retail;Buy;185000;1159470
01/03/2016;Foreigners;Retail;Sell;766090;1113710
01/03/2016;Foreigners;institutions;Buy;636100;9104241
01/03/2016;Foreigners;institutions;Sell;1843383;32061677
01/03/2016;Arabs;Retail;Buy;2766577;45792145
01/03/2016;Arabs;Retail;Sell;3916930;12601672
01/03/2016;Arabs;institutions;Buy;2117002;4761377
01/03/2016;Arabs;institutions;Sell;1187183;5326095
01/03/2016;Egyptians;Retail;Buy;117824804;234215079
01/03/2016;Egyptians;Retail;Sell;114111994;245428706
01/03/2016;Egyptians;institutions;Buy;13637787;42739482
01/03/2016;Egyptians;institutions;Sell;15341690;41239934
01/04/2016;Foreigners;Retail;Buy;649307;1321212
01/04/2016;Foreigners;Retail;Sell;252339;1399836
01/04/2016;Foreigners;institutions;Buy;4354745;58282129
01/04/2016;Foreigners;institutions;Sell;2579517;36043153
01/04/2016;Arabs;Retail;Buy;5115905;8443224
01/04/2016;Arabs;Retail;Sell;4809149;12405904
01/04/2016;Arabs;institutions;Buy;2262006;18610349
01/04/2016;Arabs;institutions;Sell;3048190;69401621
01/04/2016;Egyptians;Retail;Buy;272266800;386034117
01/04/2016;Egyptians;Retail;Sell;267720080;353832114
01/04/2016;Egyptians;institutions;Buy;14363053;57240672
01/04/2016;Egyptians;institutions;Sell;20602541;56849074
01/05/2016;Foreigners;Retail;Buy;126702;668022
01/05/2016;Foreigners;Retail;Sell;660543;1011606
01/05/2016;Foreigners;institutions;Buy;4680666;112060229
01/05/2016;Foreigners;institutions;Sell;6996802;81800914
01/05/2016;Arabs;Retail;Buy;8020365;34294100
01/05/2016;Arabs;Retail;Sell;1595710;7121588
01/05/2016;Arabs;institutions;Buy;859421;4090536
01/05/2016;Arabs;institutions;Sell;2021573;64522585
01/05/2016;Egyptians;Retail;Buy;146233844;324888461
01/05/2016;Egyptians;Retail;Sell;144078087;280837783
01/05/2016;Egyptians;institutions;Buy;10831586;34819905
01/05/2016;Egyptians;institutions;Sell;15399869;75526778
01/06/2016;Foreigners;Retail;Buy;145050;312920
01/06/2016;Foreigners;Retail;Sell;140805;375081
01/06/2016;Foreigners;institutions;Buy;5021186;61938863
01/06/2016;Foreigners;institutions;Sell;6095970;96092589
01/06/2016;Arabs;Retail;Buy;10173534;8186765
01/06/2016;Arabs;Retail;Sell;7682020;7311281
01/06/2016;Arabs;institutions;Buy;442544;2163971
01/06/2016;Arabs;institutions;Sell;1140974;6108597
01/06/2016;Egyptians;Retail;Buy;146018353;301011600
01/06/2016;Egyptians;Retail;Sell;141090313;276076835
01/06/2016;Egyptians;institutions;Buy;11598487;51858744
01/06/2016;Egyptians;institutions;Sell;17249072;39508480
01/10/2016;Foreigners;Retail;Buy;235923;649261
01/10/2016;Foreigners;Retail;Sell;128736;214310
01/10/2016;Foreigners;institutions;Buy;2554180;10216436
01/10/2016;Foreigners;institutions;Sell;2557978;19446081
01/10/2016;Arabs;Retail;Buy;3804877;7137871
01/10/2016;Arabs;Retail;Sell;6922796;11569037
01/10/2016;Arabs;institutions;Buy;445992;3188818
01/10/2016;Arabs;institutions;Sell;933406;2586470
01/10/2016;Egyptians;Retail;Buy;165571338;286524994
01/10/2016;Egyptians;Retail;Sell;163627176;281074806
01/10/2016;Egyptians;institutions;Buy;13371516;30532393
01/10/2016;Egyptians;institutions;Sell;11813734;23359069
01/11/2016;Foreigners;Retail;Buy;963308;2262984
01/11/2016;Foreigners;Retail;Sell;123949;824050
01/11/2016;Foreigners;institutions;Buy;5398894;36116160
01/11/2016;Foreigners;institutions;Sell;8853635;93078587
01/11/2016;Arabs;Retail;Buy;9933136;31593612
01/11/2016;Arabs;Retail;Sell;9262431;12193320
01/11/2016;Arabs;institutions;Buy;1758967;8972063
01/11/2016;Arabs;institutions;Sell;41895665;51413595
01/11/2016;Egyptians;Retail;Buy;247941732;392698362
01/11/2016;Egyptians;Retail;Sell;194744261;318410819
01/11/2016;Egyptians;institutions;Buy;21741226;72816834
01/11/2016;Egyptians;institutions;Sell;32857322;68539643
01/12/2016;Foreigners;Retail;Buy;256916;1179627
01/12/2016;Foreigners;Retail;Sell;722917;1303429
01/12/2016;Foreigners;institutions;Buy;2632688;25093815
01/12/2016;Foreigners;institutions;Sell;10642056;108975958
01/12/2016;Arabs;Retail;Buy;11180994;27953400
01/12/2016;Arabs;Retail;Sell;4316333;5840654
01/12/2016;Arabs;institutions;Buy;1598942;10688314
01/12/2016;Arabs;institutions;Sell;44071690;60055305
01/12/2016;Egyptians;Retail;Buy;200223241;370674219
01/12/2016;Egyptians;Retail;Sell;152267156;248431522
01/12/2016;Egyptians;institutions;Buy;40884861;79956699
01/12/2016;Egyptians;institutions;Sell;44757490;90939204
13/01/2016;Foreigners;Retail;Buy;882828;2064808
13/01/2016;Foreigners;Retail;Sell;970435;2138510
13/01/2016;Foreigners;institutions;Buy;9448998;48147083
13/01/2016;Foreigners;institutions;Sell;25496936;69074877
13/01/2016;Arabs;Retail;Buy;16741558;82434392
13/01/2016;Arabs;Retail;Sell;6502276;20544027
13/01/2016;Arabs;institutions;Buy;2204451;7495117
13/01/2016;Arabs;institutions;Sell;34066368;56620205
13/01/2016;Egyptians;Retail;Buy;275500255;461726978
13/01/2016;Egyptians;Retail;Sell;229483899;375797743
13/01/2016;Egyptians;institutions;Buy;51716506;73029821
13/01/2016;Egyptians;institutions;Sell;59974682;150722838
14/01/2016;Foreigners;Retail;Buy;967250;2632272
14/01/2016;Foreigners;Retail;Sell;163500;473134
14/01/2016;Foreigners;institutions;Buy;12255494;44511153
14/01/2016;Foreigners;institutions;Sell;6844003;40016238
14/01/2016;Arabs;Retail;Buy;14054824;48254535
14/01/2016;Arabs;Retail;Sell;8310360;22345100
14/01/2016;Arabs;institutions;Buy;3446015;12443116
14/01/2016;Arabs;institutions;Sell;1135120;5049223
14/01/2016;Egyptians;Retail;Buy;214786530;262777017
14/01/2016;Egyptians;Retail;Sell;185810877;242107207
14/01/2016;Egyptians;institutions;Buy;11739429;24240310
14/01/2016;Egyptians;institutions;Sell;54985682;84867502
17/01/2016;Foreigners;Retail;Buy;800693;2160308
17/01/2016;Foreigners;Retail;Sell;620000;1167153
17/01/2016;Foreigners;institutions;Buy;11933696;50339861
17/01/2016;Foreigners;institutions;Sell;2641670;28801800
17/01/2016;Arabs;Retail;Buy;7590516;12652101
17/01/2016;Arabs;Retail;Sell;6373363;11339134
17/01/2016;Arabs;institutions;Buy;3577760;10584829
17/01/2016;Arabs;institutions;Sell;2453097;10358350
17/01/2016;Egyptians;Retail;Buy;216547928;231030806
17/01/2016;Egyptians;Retail;Sell;215530748;244577365
17/01/2016;Egyptians;institutions;Buy;15389685;45525244
17/01/2016;Egyptians;institutions;Sell;28221400;56049346
18/01/2016;Foreigners;Retail;Buy;384707;564530
18/01/2016;Foreigners;Retail;Sell;846743;2050875
18/01/2016;Foreigners;institutions;Buy;4722436;20326022
18/01/2016;Foreigners;institutions;Sell;21527721;88316318
18/01/2016;Arabs;Retail;Buy;10501833;33657576
18/01/2016;Arabs;Retail;Sell;4009763;11013176
18/01/2016;Arabs;institutions;Buy;16941274;44045937
18/01/2016;Arabs;institutions;Sell;4386577;8863670
18/01/2016;Egyptians;Retail;Buy;187718897;227108694
18/01/2016;Egyptians;Retail;Sell;178384052;228482167
18/01/2016;Egyptians;institutions;Buy;25226691;53594102
18/01/2016;Egyptians;institutions;Sell;36340982;40570655
19/01/2016;Foreigners;Retail;Buy;632300;633782
19/01/2016;Foreigners;Retail;Sell;511000;1790878
19/01/2016;Foreigners;institutions;Buy;9166675;45561520
19/01/2016;Foreigners;institutions;Sell;19097348;90657610
19/01/2016;Arabs;Retail;Buy;10809459;59716415
19/01/2016;Arabs;Retail;Sell;9882530;16038946
19/01/2016;Arabs;institutions;Buy;10662514;27184295
